Argan Oil Shampoo
Water,Sodium C14-16 Olefin Sulfonate,Cocamidopropyl Betaine,Glycol Distearate,Citric Acid,Fragrance,Laureth-4,Sodium Benzoate,Sodium Citrate,Polyquaternium-22,Argania Spinosa Kernel Oil,Linoleamidopropyl PG-Dimonium Chloride Phosphate,PEG-7 Amodimethicone,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Polyquaternium-39,PEG-150 Pentaerythrityl Tetrastearate,PPG-2 Hydroxyethyl Cocamide,Sodium Hydroxide,CI 19140 (FD&C Yellow 5),CI 17200 (D&C Red 33),Hexylene Glycol
